2018-07-31 16:03:26.55: SYS_STATUS {onboard_control_sensors_present : 2161691, onboard_control_sensors_enabled : 2129944, onboard_control_sensors_health : 3210240, load : 0, voltage_battery : 0, current_battery : 0, battery_remaining : 100, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:11.03: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 594, voltage_battery : 16497, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:11.50: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 584, voltage_battery : 16498, current_battery : 5, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:12.07: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 588, voltage_battery : 16480, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:12.63: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 585, voltage_battery : 16593, current_battery : 5, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:12.99: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 588, voltage_battery : 16565, current_battery : 5, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:13.57: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 580, voltage_battery : 16503, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:14.02: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 586, voltage_battery : 16579, current_battery : 3, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:14.62: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 583, voltage_battery : 16489, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:15.08: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 583, voltage_battery : 16595, current_battery : 2, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:15.55: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16536, current_battery : 13, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:15.99: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 586, voltage_battery : 16340, current_battery : 3, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:16.57: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 580, voltage_battery : 16584, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:17.02: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 584, voltage_battery : 16489, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:17.60: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 586, voltage_battery : 16480, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:18.08: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 589, voltage_battery : 16575, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:18.53: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 584, voltage_battery : 16434, current_battery : 0, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:19.11: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 592, voltage_battery : 16544, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:19.59: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 587, voltage_battery : 16612, current_battery : 7, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:20.04: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 592, voltage_battery : 16489, current_battery : 10, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:20.51: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 583, voltage_battery : 16512, current_battery : 14, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:21.07: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 587, voltage_battery : 16484, current_battery : 5, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:21.53: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 581, voltage_battery : 16612, current_battery : 10, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:22.01: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 589, voltage_battery : 16584, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:22.56: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 585, voltage_battery : 16517, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:23.02: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 590, voltage_battery : 16652, current_battery : 7, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:23.51: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 587, voltage_battery : 16604, current_battery : 12, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:24.09: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 592, voltage_battery : 16352, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:24.55: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16503, current_battery : 7, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:25.10: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 587, voltage_battery : 16517, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:25.58: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 581, voltage_battery : 16575, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:26.02: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 585, voltage_battery : 16617, current_battery : 8, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:26.63: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 577, voltage_battery : 16475, current_battery : 14, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:27.06: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 588, voltage_battery : 16484, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:27.52: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 580, voltage_battery : 16591, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:28.11: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 585, voltage_battery : 16535, current_battery : 2, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:28.56: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16526, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:29.01: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 590, voltage_battery : 16508, current_battery : 5, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:29.61: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 579, voltage_battery : 16512, current_battery : 9, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:30.17: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 582, voltage_battery : 16503, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:30.64: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 587, voltage_battery : 16531, current_battery : 13, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:31.11: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 588, voltage_battery : 16484, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:31.59: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 587, voltage_battery : 16510, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:32.01: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 589, voltage_battery : 16569, current_battery : 8, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:32.62: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 577, voltage_battery : 16526, current_battery : 6, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:33.07: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 588, voltage_battery : 16508, current_battery : 5, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:33.52: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 583, voltage_battery : 16603, current_battery : 8, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:04:34.12: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2133051, onboard_control_sensors_health : 3210299, load : 592, voltage_battery : 16349, current_battery : 4, battery_remaining : 99, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
